restaurant_id,orders,customers,gmv,avg_order_value,avg_rating,avg_delivery_time
R0032,46,46,23808.0,517.5652173913044,4.208695652173913,36.06521739130435
R0033,35,35,18795.0,537.0,4.428571428571429,36.94285714285714
R0034,40,40,23140.0,578.5,4.08,34.075
R0035,38,38,20581.0,541.6052631578947,3.6236842105263154,33.526315789473685
R0036,47,47,22165.0,471.59574468085106,3.7468085106382976,34.93617021276596
R0037,49,49,23782.0,485.3469387755102,3.910204081632653,36.775510204081634
R0038,40,40,20339.0,508.475,3.8175,37.375
R0039,40,39,20810.0,520.25,4.4975000000000005,36.45
R0040,42,42,21739.0,517.5952380952381,3.8190476190476192,38.42857142857143
R0041,41,40,20469.0,499.2439024390244,3.8731707317073174,37.36585365853659
R0042,41,41,21166.0,516.2439024390244,4.017073170731707,37.09756097560975
R0043,46,45,21904.0,476.17391304347825,4.817391304347826,35.21739130434783
R0044,59,59,30725.0,520.7627118644068,4.477966101694915,38.28813559322034
R0045,41,41,22790.0,555.8536585365854,4.153658536585366,38.58536585365854
R0046,52,52,25604.0,492.38461538461536,4.1499999999999995,37.88461538461539
R0047,36,36,19270.0,535.2777777777778,3.9000000000000004,36.416666666666664
R0048,46,46,22844.0,496.60869565217394,4.4195652173913045,36.69565217391305
R0049,32,31,15366.0,480.1875,4.03125,37.6875
R0050,38,38,19633.0,516.6578947368421,4.3921052631578945,35.1578947368421
R0051,35,35,18345.0,524.1428571428571,4.688571428571429,36.51428571428571
R0052,54,54,28218.0,522.5555555555555,4.1685185185185185,34.648148148148145
R0053,54,53,27028.0,500.51851851851853,4.42962962962963,35.648148148148145
R0054,50,49,24914.0,498.28,4.212,36.48
R0055,54,54,24278.0,449.5925925925926,4.42962962962963,36.51851851851852
R0056,45,45,22957.0,510.15555555555557,4.013333333333334,38.0
R0057,42,42,21624.0,514.8571428571429,4.261904761904762,35.38095238095238
R0058,43,42,20464.0,475.90697674418607,4.069767441860465,36.76744186046512
R0059,39,39,20327.0,521.2051282051282,4.171794871794871,35.41025641025641
R0060,42,42,21602.0,514.3333333333334,3.907142857142857,33.904761904761905
R0061,44,43,19955.0,453.52272727272725,4.338636363636364,37.45454545454545
R0062,45,44,20997.0,466.6,4.88,36.111111111111114
R0063,50,50,28909.0,578.18,4.078,35.82
R0064,56,56,30212.0,539.5,4.455357142857143,38.142857142857146
R0065,50,50,24231.0,484.62,4.8260000000000005,35.4
R0066,54,54,28413.0,526.1666666666666,4.111111111111111,36.111111111111114
R0067,33,33,18464.0,559.5151515151515,4.221212121212122,38.0
R0068,58,57,29762.0,513.1379310344828,4.236206896551724,37.172413793103445
R0069,43,43,20708.0,481.5813953488372,4.083720930232558,36.58139534883721
R0070,44,44,24169.0,549.2954545454545,3.938636363636364,36.61363636363637
R0071,54,54,27423.0,507.8333333333333,3.8111111111111113,37.98148148148148
R0072,46,45,25515.0,554.6739130434783,4.665217391304347,36.45652173913044
R0073,60,60,28656.0,477.6,4.218333333333333,37.2
R0074,41,41,21244.0,518.1463414634146,4.7317073170731705,35.24390243902439
R0075,44,44,21102.0,479.59090909090907,3.8636363636363638,36.5
R0076,48,48,23782.0,495.4583333333333,4.03125,37.125
R0077,50,50,26041.0,520.82,3.7460000000000004,36.6
R0078,44,44,20840.0,473.6363636363636,3.9818181818181815,38.09090909090909
R0079,49,49,25481.0,520.0204081632653,4.146938775510204,38.244897959183675
R0080,41,40,19711.0,480.7560975609756,3.526829268292683,35.48780487804878
R0081,40,40,17865.0,446.625,4.0,36.25
R0082,45,44,23701.0,526.6888888888889,4.266666666666667,39.22222222222222
R0083,51,50,25505.0,500.0980392156863,3.615686274509804,38.15686274509804
R0084,42,40,22782.0,542.4285714285714,3.261904761904762,35.07142857142857
R0085,44,44,20831.0,473.4318181818182,3.959090909090909,36.88636363636363
R0086,42,42,20150.0,479.76190476190476,4.114285714285714,34.04761904761905
R0087,49,49,24772.0,505.55102040816325,4.128571428571429,36.59183673469388
R0088,37,36,19833.0,536.027027027027,4.378378378378378,37.810810810810814
R0089,44,44,22897.0,520.3863636363636,3.675,36.45454545454545
R0090,55,54,31480.0,572.3636363636364,4.1854545454545455,37.50909090909091
R0091,42,41,24055.0,572.7380952380952,3.9095238095238094,37.214285714285715
R0092,39,39,20907.0,536.0769230769231,4.484615384615385,34.743589743589745
R0093,50,49,24913.0,498.26,4.1419999999999995,36.28
R0094,47,45,22501.0,478.74468085106383,4.336170212765958,37.06382978723404
R0095,44,44,22946.0,521.5,4.2,34.61363636363637
R0096,37,36,19083.0,515.7567567567568,4.297297297297297,35.0
R0097,38,37,17425.0,458.55263157894734,4.228947368421053,36.89473684210526
R0098,44,44,23412.0,532.0909090909091,4.4772727272727275,38.63636363636363
R0099,45,45,21840.0,485.3333333333333,3.9066666666666667,34.6
R0100,37,37,17880.0,483.2432432432432,4.0,37.08108108108108
R0101,34,34,18297.0,538.1470588235294,3.676470588235294,36.38235294117647
R0102,53,52,24734.0,466.6792452830189,3.8830188679245285,35.943396226415096
R0103,51,51,24534.0,481.05882352941177,4.235294117647059,36.92156862745098
R0104,46,45,22382.0,486.5652173913044,4.1152173913043475,36.369565217391305
R0105,44,44,26202.0,595.5,4.045454545454546,36.25
R0106,47,47,23867.0,507.8085106382979,4.0,35.212765957446805
R0107,42,42,22685.0,540.1190476190476,3.7452380952380957,37.54761904761905
R0108,40,39,19563.0,489.075,4.404999999999999,35.3
R0109,36,36,19374.0,538.1666666666666,4.186111111111111,37.0
R0110,43,43,20535.0,477.5581395348837,4.1000000000000005,36.93023255813954
R0111,50,48,29460.0,589.2,4.506,34.24
R0112,53,52,28044.0,529.1320754716982,4.760377358490566,38.79245283018868
R0113,44,44,23437.0,532.6590909090909,4.6886363636363635,38.65909090909091
R0114,35,35,16001.0,457.1714285714286,4.308571428571429,35.74285714285714
R0115,58,57,29815.0,514.051724137931,3.603448275862069,38.44827586206897
R0116,39,39,20620.0,528.7179487179487,3.9743589743589745,36.282051282051285
R0117,37,37,18333.0,495.4864864864865,4.518918918918919,36.648648648648646
R0118,42,40,21250.0,505.95238095238096,4.233333333333333,37.92857142857143
R0119,53,52,27333.0,515.7169811320755,4.071698113207548,35.9622641509434
R0120,40,40,19996.0,499.9,4.705,34.475
R0121,58,56,27010.0,465.6896551724138,3.9344827586206894,36.6551724137931
R0122,43,43,21375.0,497.09302325581393,3.5046511627906973,40.325581395348834
R0123,39,39,19895.0,510.12820512820514,3.738461538461539,36.69230769230769
R0124,49,48,23525.0,480.1020408163265,4.326530612244898,37.183673469387756
R0125,47,47,22430.0,477.2340425531915,3.336170212765958,36.170212765957444
R0126,41,40,20671.0,504.1707317073171,4.248780487804877,35.146341463414636
R0127,47,47,22380.0,476.17021276595744,3.8574468085106384,35.97872340425532
R0128,37,37,21010.0,567.8378378378378,3.737837837837838,36.45945945945946
R0129,41,41,21947.0,535.2926829268292,3.6707317073170733,36.1219512195122
R0130,46,46,22906.0,497.95652173913044,4.0456521739130435,36.41304347826087
R0131,37,37,19083.0,515.7567567567568,3.8621621621621625,37.78378378378378
R0132,48,47,23559.0,490.8125,3.6520833333333336,36.4375
R0133,45,45,25125.0,558.3333333333334,3.6622222222222223,38.4
R0134,45,45,23976.0,532.8,4.3711111111111105,37.422222222222224
R0135,39,39,21761.0,557.974358974359,4.082051282051282,36.666666666666664
R0136,42,42,23048.0,548.7619047619048,4.469047619047619,38.57142857142857
R0137,42,42,20204.0,481.04761904761904,4.535714285714286,38.642857142857146
R0138,40,40,21659.0,541.475,3.8649999999999998,35.475
R0139,42,42,22673.0,539.8333333333334,4.147619047619047,35.095238095238095
R0140,48,48,25704.0,535.5,3.9270833333333335,37.75
R0141,40,39,22139.0,553.475,3.8725,35.975
R0142,47,47,23751.0,505.3404255319149,4.587234042553192,35.12765957446808
R0143,43,43,23522.0,547.0232558139535,4.211627906976744,34.95348837209303
R0144,44,44,21913.0,498.02272727272725,4.265909090909091,36.25
R0145,59,57,29166.0,494.33898305084745,3.8864406779661014,36.76271186440678
R0146,44,44,20579.0,467.70454545454544,4.4363636363636365,37.93181818181818
R0147,37,37,16698.0,451.2972972972973,3.224324324324324,36.91891891891892
R0148,44,43,24822.0,564.1363636363636,3.9454545454545453,34.40909090909091
R0149,41,41,22732.0,554.439024390244,4.097560975609756,36.8780487804878
R0150,42,42,23014.0,547.952380952381,4.104761904761905,35.61904761904762
R0151,35,35,18978.0,542.2285714285714,4.305714285714285,37.02857142857143
R0152,49,48,27082.0,552.6938775510204,4.093877551020408,35.91836734693877
R0153,58,57,30541.0,526.5689655172414,4.218965517241379,35.36206896551724
R0154,58,58,29291.0,505.01724137931035,4.258620689655173,35.6551724137931
R0155,55,54,32056.0,582.8363636363637,3.48,36.654545454545456
R0156,43,43,22520.0,523.7209302325581,4.3999999999999995,35.83720930232558
R0157,49,49,26415.0,539.0816326530612,4.330612244897959,37.244897959183675
R0158,45,45,23132.0,514.0444444444445,3.795555555555556,36.15555555555556
R0159,41,41,21049.0,513.390243902439,4.236585365853658,36.78048780487805
R0160,54,53,28213.0,522.4629629629629,3.9444444444444446,38.48148148148148
R0161,42,42,20640.0,491.42857142857144,4.342857142857143,36.04761904761905
R0162,41,41,22146.0,540.1463414634146,3.9609756097560975,38.73170731707317
R0163,44,44,23130.0,525.6818181818181,4.1499999999999995,36.36363636363637
R0164,32,30,16471.0,514.71875,4.784375,36.25
R0165,31,31,15727.0,507.3225806451613,4.325806451612903,38.32258064516129
R0166,51,51,27326.0,535.8039215686274,4.12156862745098,38.627450980392155
R0167,51,51,28326.0,555.4117647058823,3.9784313725490197,35.76470588235294
R0168,45,45,23170.0,514.8888888888889,4.135555555555555,36.422222222222224
R0169,53,53,25556.0,482.188679245283,3.650943396226415,38.41509433962264
R0170,48,48,26828.0,558.9166666666666,3.4416666666666664,37.208333333333336
R0171,53,52,26871.0,507.0,4.062264150943396,35.886792452830186
R0172,36,35,17176.0,477.1111111111111,3.744444444444445,37.833333333333336
R0173,46,46,21611.0,469.80434782608694,4.860869565217391,37.28260869565217
R0174,43,43,22836.0,531.0697674418604,3.967441860465116,37.093023255813954
R0175,43,43,19575.0,455.2325581395349,4.32093023255814,39.13953488372093
R0176,47,47,23992.0,510.468085106383,3.963829787234043,36.38297872340426
R0177,46,46,22616.0,491.6521739130435,3.991304347826087,35.84782608695652
R0178,44,44,21928.0,498.3636363636364,3.3318181818181816,37.5
R0179,36,36,20180.0,560.5555555555555,4.166666666666667,36.361111111111114
R0180,62,62,33259.0,536.4354838709677,4.41774193548387,38.83870967741935
R0181,45,45,23501.0,522.2444444444444,4.375555555555556,35.111111111111114
R0182,59,59,28488.0,482.8474576271187,4.361016949152543,38.71186440677966
R0183,44,44,24292.0,552.0909090909091,3.7568181818181823,36.70454545454545
R0184,45,44,21983.0,488.5111111111111,4.2444444444444445,37.733333333333334
R0185,36,36,19365.0,537.9166666666666,4.330555555555556,34.47222222222222
R0186,60,59,28941.0,482.35,4.203333333333333,36.166666666666664
R0187,53,52,26394.0,498.0,3.650943396226415,36.056603773584904
R0188,49,49,27907.0,569.530612244898,4.222448979591837,37.30612244897959
R0189,55,54,28666.0,521.2,4.847272727272728,36.945454545454545
R0190,43,43,21797.0,506.90697674418607,3.9441860465116276,36.69767441860465
R0191,50,49,26417.0,528.34,3.8680000000000003,36.66
R0192,31,31,15130.0,488.06451612903226,3.806451612903226,35.70967741935484
R0193,43,43,22504.0,523.3488372093024,4.383720930232558,36.58139534883721
R0194,43,43,23904.0,555.9069767441861,4.355813953488372,37.395348837209305
R0195,41,40,21334.0,520.3414634146342,4.390243902439025,37.31707317073171
R0196,41,41,21370.0,521.219512195122,3.497560975609756,36.41463414634146
R0197,54,53,27799.0,514.7962962962963,3.3166666666666664,35.53703703703704
R0198,46,46,23192.0,504.17391304347825,4.595652173913043,36.28260869565217
R0199,49,49,23035.0,470.1020408163265,4.122448979591836,37.857142857142854
R0200,42,42,21968.0,523.047619047619,3.683333333333333,36.523809523809526
R0201,39,39,21699.0,556.3846153846154,4.107692307692307,37.38461538461539
R0202,46,46,23630.0,513.695652173913,4.506521739130435,38.130434782608695
R0203,50,50,23849.0,476.98,3.93,37.74
R0204,38,38,20349.0,535.5,4.2105263157894735,37.21052631578947
R0205,36,36,18894.0,524.8333333333334,3.386111111111111,34.416666666666664
R0206,45,45,22070.0,490.44444444444446,4.248888888888889,36.51111111111111
R0207,47,45,24074.0,512.2127659574468,4.570212765957447,36.91489361702128
R0208,34,34,18236.0,536.3529411764706,3.855882352941176,37.8235294117647
R0209,39,37,20706.0,530.9230769230769,3.669230769230769,34.76923076923077
R0210,39,39,19726.0,505.79487179487177,3.823076923076923,37.41025641025641
R0211,47,46,23033.0,490.06382978723406,3.948936170212766,37.53191489361702
R0212,51,51,26140.0,512.5490196078431,3.9294117647058826,35.588235294117645
R0213,45,45,23813.0,529.1777777777778,3.902222222222222,33.91111111111111
R0214,42,41,20071.0,477.8809523809524,4.545238095238095,37.88095238095238
R0215,51,51,26229.0,514.2941176470588,3.9372549019607845,35.88235294117647
R0216,40,39,20513.0,512.825,3.94,38.3
R0217,38,38,19934.0,524.578947368421,4.231578947368422,37.10526315789474
R0218,39,38,19682.0,504.6666666666667,3.5307692307692307,39.05128205128205
R0219,60,59,31037.0,517.2833333333333,4.016666666666667,36.416666666666664
R0220,57,57,28876.0,506.5964912280702,3.7,37.73684210526316
R0221,44,44,22077.0,501.75,3.977272727272727,35.5
R0222,62,61,28147.0,453.98387096774195,4.095161290322581,35.064516129032256
R0223,32,32,17243.0,538.84375,4.384375,37.75
R0224,41,41,19137.0,466.7560975609756,3.8658536585365852,35.829268292682926
R0225,41,41,23048.0,562.1463414634146,4.868292682926829,36.0
R0226,40,39,19951.0,498.775,3.5,37.225
R0227,34,34,19544.0,574.8235294117648,3.6676470588235297,37.05882352941177
R0228,44,44,21914.0,498.04545454545456,3.4136363636363636,39.72727272727273
R0229,41,40,19989.0,487.5365853658537,4.192682926829268,35.78048780487805
R0230,62,61,30900.0,498.38709677419354,4.491935483870968,36.806451612903224
R0231,45,45,21725.0,482.77777777777777,4.668888888888889,36.91111111111111
R0232,52,52,26850.0,516.3461538461538,4.0,36.40384615384615
R0233,51,51,27948.0,548.0,4.1568627450980395,37.64705882352941
R0234,33,33,17164.0,520.1212121212121,4.484848484848484,33.27272727272727
R0235,34,34,15801.0,464.7352941176471,3.585294117647059,39.35294117647059
R0236,47,47,24627.0,523.9787234042553,4.346808510638298,33.851063829787236
R0237,40,40,20661.0,516.525,4.225,38.175
R0238,45,42,24145.0,536.5555555555555,4.42,39.266666666666666
R0239,51,51,24508.0,480.54901960784315,3.992156862745098,35.96078431372549
R0240,54,54,28741.0,532.2407407407408,3.67037037037037,37.888888888888886
R0241,40,40,22616.0,565.4,4.5775,37.8
R0242,38,38,20492.0,539.2631578947369,4.436842105263158,36.6578947368421
R0243,48,48,24283.0,505.8958333333333,4.454166666666667,35.520833333333336
R0244,52,52,27430.0,527.5,3.8499999999999996,37.86538461538461
R0245,51,51,27636.0,541.8823529411765,4.188235294117647,34.372549019607845
R0246,46,45,24084.0,523.5652173913044,3.756521739130435,37.0
R0247,55,55,26160.0,475.6363636363636,4.447272727272727,36.61818181818182
R0248,45,45,23113.0,513.6222222222223,4.408888888888889,35.022222222222226
R0249,45,45,22224.0,493.8666666666667,4.08,35.355555555555554
R0250,52,52,26089.0,501.71153846153845,4.288461538461538,35.44230769230769
